Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Experimental Condition [Cell Origin],Experimental Condition [Cell Type],Experimental Condition [PDX Metastatic Efficiency],Comment [Experiment Date],Source Name,Comment [Series Location],Image File,Comment [Image File Comment],Comment [Image File Path],Comment [Image File Type],Channels
Cell Line_WM1361,140619_WM1361_WM1366.nd2 [140619_WM1361_WM1366.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140619,140619_WM1361_WM1366,10,140619_WM1361_WM1366.nd2,,data/raw/nd2/140619_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140619_WM1361_WM1366.nd2 [140619_WM1361_WM1366.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140619,140619_WM1361_WM1366,11,140619_WM1361_WM1366.nd2,,data/raw/nd2/140619_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140619_WM1361_WM1366.nd2 [140619_WM1361_WM1366.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140619,140619_WM1361_WM1366,12,140619_WM1361_WM1366.nd2,,data/raw/nd2/140619_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140619_WM1361_WM1366.nd2 [140619_WM1361_WM1366.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140619,140619_WM1361_WM1366,13,140619_WM1361_WM1366.nd2,,data/raw/nd2/140619_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140619_WM1361_WM1366.nd2 [140619_WM1361_WM1366.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140619,140619_WM1361_WM1366,14,140619_WM1361_WM1366.nd2,,data/raw/nd2/140619_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140619_WM1361_WM1366.nd2 [140619_WM1361_WM1366.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140619,140619_WM1361_WM1366,15,140619_WM1361_WM1366.nd2,,data/raw/nd2/140619_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140619_WM1361_WM1366.nd2 [140619_WM1361_WM1366.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140619,140619_WM1361_WM1366,16,140619_WM1361_WM1366.nd2,,data/raw/nd2/140619_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140619_WM1361_WM1366.nd2 [140619_WM1361_WM1366.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140619,140619_WM1361_WM1366,17,140619_WM1361_WM1366.nd2,,data/raw/nd2/140619_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140619_WM1361_WM1366.nd2 [140619_WM1361_WM1366.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140619,140619_WM1361_WM1366,18,140619_WM1361_WM1366.nd2,,data/raw/nd2/140619_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140619_WM1361_WM1366.nd2 [140619_WM1361_WM1366.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140619,140619_WM1361_WM1366,19,140619_WM1361_WM1366.nd2,,data/raw/nd2/140619_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140619_WM1361_WM1366.nd2 [140619_WM1361_WM1366.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140619,140619_WM1361_WM1366,20,140619_WM1361_WM1366.nd2,,data/raw/nd2/140619_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140620,140620_WM1361_WM1366,1,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140620,140620_WM1361_WM1366,2,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140620,140620_WM1361_WM1366,3,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140620,140620_WM1361_WM1366,4,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140620,140620_WM1361_WM1366,5,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140620,140620_WM1361_WM1366,6,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140620,140620_WM1361_WM1366,7,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140620,140620_WM1361_WM1366,8,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140620,140620_WM1361_WM1366,9,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140620,140620_WM1361_WM1366,10,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140620,140620_WM1361_WM1366,11,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140620,140620_WM1361_WM1366,12,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140620,140620_WM1361_WM1366,13,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140620,140620_WM1361_WM1366,14,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140620,140620_WM1361_WM1366,15,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140620,140620_WM1361_WM1366,16,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140620,140620_WM1361_WM1366,17,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140620,140620_WM1361_WM1366,18,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140620,140620_WM1361_WM1366,19,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140620_WM1361_WM1366.nd2 [140620_WM1361_WM1366.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140620,140620_WM1361_WM1366,20,140620_WM1361_WM1366.nd2,,data/raw/nd2/140620_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140624,140624_WM1361_WM1366,1,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140624,140624_WM1361_WM1366,2,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140624,140624_WM1361_WM1366,3,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140624,140624_WM1361_WM1366,4,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140624,140624_WM1361_WM1366,5,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140624,140624_WM1361_WM1366,6,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140624,140624_WM1361_WM1366,7,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140624,140624_WM1361_WM1366,8,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140624,140624_WM1361_WM1366,9,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1361,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1361,           ,140624,140624_WM1361_WM1366,10,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140624,140624_WM1361_WM1366,11,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140624,140624_WM1361_WM1366,12,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140624,140624_WM1361_WM1366,13,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140624,140624_WM1361_WM1366,14,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140624,140624_WM1361_WM1366,15,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140624,140624_WM1361_WM1366,16,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140624,140624_WM1361_WM1366,17,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140624,140624_WM1361_WM1366,18,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140624,140624_WM1361_WM1366,19,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM1366,140624_WM1361_WM1366.nd2 [140624_WM1361_WM1366.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM1366,           ,140624,140624_WM1361_WM1366,20,140624_WM1361_WM1366.nd2,,data/raw/nd2/140624_WM1361_WM1366.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140707_WM3670.nd2 [140707_WM3670.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140707,140707_WM3670,1,140707_WM3670.nd2,,data/raw/nd2/140707_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140707_WM3670.nd2 [140707_WM3670.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140707,140707_WM3670,2,140707_WM3670.nd2,,data/raw/nd2/140707_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140707_WM3670.nd2 [140707_WM3670.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140707,140707_WM3670,3,140707_WM3670.nd2,,data/raw/nd2/140707_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140707_WM3670.nd2 [140707_WM3670.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140707,140707_WM3670,4,140707_WM3670.nd2,,data/raw/nd2/140707_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140707_WM3670.nd2 [140707_WM3670.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140707,140707_WM3670,5,140707_WM3670.nd2,,data/raw/nd2/140707_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140707_WM3670.nd2 [140707_WM3670.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140707,140707_WM3670,6,140707_WM3670.nd2,,data/raw/nd2/140707_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140707_WM3670.nd2 [140707_WM3670.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140707,140707_WM3670,7,140707_WM3670.nd2,,data/raw/nd2/140707_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140707_WM3670.nd2 [140707_WM3670.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140707,140707_WM3670,8,140707_WM3670.nd2,,data/raw/nd2/140707_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140707_WM3670.nd2 [140707_WM3670.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140707,140707_WM3670,9,140707_WM3670.nd2,,data/raw/nd2/140707_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140707_WM3670.nd2 [140707_WM3670.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140707,140707_WM3670,10,140707_WM3670.nd2,,data/raw/nd2/140707_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140708_WM3670.nd2 [140708_WM3670.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140708,140708_WM3670,1,140708_WM3670.nd2,,data/raw/nd2/140708_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140708_WM3670.nd2 [140708_WM3670.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140708,140708_WM3670,2,140708_WM3670.nd2,,data/raw/nd2/140708_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140708_WM3670.nd2 [140708_WM3670.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140708,140708_WM3670,3,140708_WM3670.nd2,,data/raw/nd2/140708_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140708_WM3670.nd2 [140708_WM3670.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140708,140708_WM3670,4,140708_WM3670.nd2,,data/raw/nd2/140708_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140708_WM3670.nd2 [140708_WM3670.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140708,140708_WM3670,5,140708_WM3670.nd2,,data/raw/nd2/140708_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140708_WM3670.nd2 [140708_WM3670.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140708,140708_WM3670,6,140708_WM3670.nd2,,data/raw/nd2/140708_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140708_WM3670.nd2 [140708_WM3670.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140708,140708_WM3670,7,140708_WM3670.nd2,,data/raw/nd2/140708_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140708_WM3670.nd2 [140708_WM3670.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140708,140708_WM3670,8,140708_WM3670.nd2,,data/raw/nd2/140708_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140708_WM3670.nd2 [140708_WM3670.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140708,140708_WM3670,9,140708_WM3670.nd2,,data/raw/nd2/140708_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140708_WM3670.nd2 [140708_WM3670.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140708,140708_WM3670,10,140708_WM3670.nd2,,data/raw/nd2/140708_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140709_WM3670.nd2 [140709_WM3670.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140709,140709_WM3670,1,140709_WM3670.nd2,,data/raw/nd2/140709_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140709_WM3670.nd2 [140709_WM3670.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140709,140709_WM3670,2,140709_WM3670.nd2,,data/raw/nd2/140709_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140709_WM3670.nd2 [140709_WM3670.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140709,140709_WM3670,3,140709_WM3670.nd2,,data/raw/nd2/140709_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140709_WM3670.nd2 [140709_WM3670.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140709,140709_WM3670,4,140709_WM3670.nd2,,data/raw/nd2/140709_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140709_WM3670.nd2 [140709_WM3670.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140709,140709_WM3670,5,140709_WM3670.nd2,,data/raw/nd2/140709_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140709_WM3670.nd2 [140709_WM3670.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140709,140709_WM3670,6,140709_WM3670.nd2,,data/raw/nd2/140709_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140709_WM3670.nd2 [140709_WM3670.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140709,140709_WM3670,7,140709_WM3670.nd2,,data/raw/nd2/140709_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140709_WM3670.nd2 [140709_WM3670.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140709,140709_WM3670,8,140709_WM3670.nd2,,data/raw/nd2/140709_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140709_WM3670.nd2 [140709_WM3670.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140709,140709_WM3670,9,140709_WM3670.nd2,,data/raw/nd2/140709_WM3670.nd2,raw,Phase contrast: Cells
Cell Line_WM3670,140709_WM3670.nd2 [140709_WM3670.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Cell Line,WM3670,           ,140709,140709_WM3670,10,140709_WM3670.nd2,,data/raw/nd2/140709_WM3670.nd2,raw,Phase contrast: Cells
PDX_m481,140729_m481.nd2 [140729_m481.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,140729,140729_m481,1,140729_m481.nd2,,data/raw/nd2/140729_m481.nd2,raw,Phase contrast: Cells
PDX_m481,140729_m481.nd2 [140729_m481.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,140729,140729_m481,2,140729_m481.nd2,,data/raw/nd2/140729_m481.nd2,raw,Phase contrast: Cells
PDX_m481,140729_m481.nd2 [140729_m481.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,140729,140729_m481,3,140729_m481.nd2,,data/raw/nd2/140729_m481.nd2,raw,Phase contrast: Cells
PDX_m481,140729_m481.nd2 [140729_m481.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,140729,140729_m481,4,140729_m481.nd2,,data/raw/nd2/140729_m481.nd2,raw,Phase contrast: Cells
PDX_m481,140729_m481.nd2 [140729_m481.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,140729,140729_m481,5,140729_m481.nd2,,data/raw/nd2/140729_m481.nd2,raw,Phase contrast: Cells
PDX_m481,140729_m481.nd2 [140729_m481.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,140729,140729_m481,6,140729_m481.nd2,,data/raw/nd2/140729_m481.nd2,raw,Phase contrast: Cells
PDX_m481,140729_m481.nd2 [140729_m481.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m481,high       ,140729,140729_m481,7,140729_m481.nd2,,data/raw/nd2/140729_m481.nd2,raw,Phase contrast: Cells
